iter	TotalF1	MultiClass
1624	0.9173904074	-0.2343739049
1625	0.9174137283	-0.2343548117
1626	0.9174280545	-0.2343383415
1627	0.9174079177	-0.2343349874
1628	0.9174059502	-0.2343168508
1629	0.9174046575	-0.2342515778
1630	0.91743288	-0.2342247086
1631	0.917423661	-0.2341940805
1632	0.917435431	-0.2341768854
1633	0.9174407261	-0.2341534546
1634	0.9174429219	-0.2341341561
1635	0.9174472111	-0.2341341105
1636	0.9174745134	-0.2341037896
1637	0.917478105	-0.2341023861
1638	0.917476744	-0.2341013521
1639	0.9174687838	-0.2340663609
1640	0.9174691151	-0.2340608301
1641	0.917444372	-0.2340380413
1642	0.9174822549	-0.2340244
1643	0.9174669232	-0.233993879
1644	0.9174581667	-0.2339315752
1645	0.9174549719	-0.2339137869
1646	0.9174756099	-0.2338699029
1647	0.9174688351	-0.2338384143
1648	0.9174862161	-0.2338045943
1649	0.9174828267	-0.2337880512
1650	0.9174812921	-0.2337627489
1651	0.9174986963	-0.2337309627
1652	0.9174887539	-0.2337106785
1653	0.9175038193	-0.2336941104
1654	0.9175372272	-0.2336725115
1655	0.9175443672	-0.2336047967
1656	0.9175622009	-0.2335890957
1657	0.9175593492	-0.2335779062
1658	0.9176057087	-0.2335208917
1659	0.9176014294	-0.2334977999
1660	0.9176011815	-0.2334614475
1661	0.9175928397	-0.2333946645
1662	0.9176149109	-0.2333727039
1663	0.917629268	-0.2333522121
1664	0.9176203404	-0.2333442007
1665	0.9176407851	-0.2333405885
1666	0.9176233872	-0.2333237489
1667	0.917651334	-0.2333080294
1668	0.9176620211	-0.2332973297
1669	0.9176698616	-0.2332671836
1670	0.9177074623	-0.2332388528
1671	0.9177129206	-0.2332237237
1672	0.9177309563	-0.2332093155
1673	0.917739274	-0.2331777262
1674	0.9177273111	-0.2331535926
1675	0.917729785	-0.2331326063
1676	0.9177392995	-0.2330991232
1677	0.9177529381	-0.2330655069
1678	0.9177516231	-0.2330611685
1679	0.9177680911	-0.2330461474
1680	0.9177639443	-0.2330449517
1681	0.9177637483	-0.2330383525
1682	0.9177696402	-0.2329783692
1683	0.9177765558	-0.2329657456
1684	0.91782016	-0.2329333586
1685	0.9178448788	-0.2329046391
1686	0.9178409471	-0.2328782633
1687	0.917868116	-0.2328582508
1688	0.9178747544	-0.2328380842
1689	0.9178822777	-0.2328242682
1690	0.9178934505	-0.2328217384
1691	0.9178805564	-0.2328206373
1692	0.9178982754	-0.232772819
1693	0.9178937748	-0.2327412744
1694	0.9179074009	-0.2327209798
1695	0.9179087214	-0.2327096375
1696	0.9179567505	-0.2326702546
1697	0.9179431801	-0.2326640119
1698	0.9179377011	-0.232643062
1699	0.9179558099	-0.2326314635
1700	0.9179667768	-0.2326252096
1701	0.9179521451	-0.2325957939
1702	0.9179670946	-0.2325823562
1703	0.9179769559	-0.23257816
1704	0.9179718645	-0.2325686679
1705	0.9179624602	-0.2325573123
1706	0.9179583181	-0.2325454652
1707	0.9179472735	-0.2325348924
1708	0.9179705545	-0.2324752032
1709	0.9179551052	-0.2324660021
1710	0.9179732089	-0.2324365786
1711	0.9179945708	-0.2323984967
1712	0.9179945708	-0.2323984308
1713	0.9179825293	-0.2323745813
1714	0.9180172208	-0.2323572098
1715	0.9180196813	-0.2323476237
1716	0.9180334467	-0.232337697
1717	0.9180611736	-0.2323161818
1718	0.918090783	-0.2322563099
1719	0.9180841803	-0.2322434574
1720	0.9181054736	-0.2321891415
1721	0.9181094079	-0.2321559244
1722	0.9181096863	-0.2321379448
1723	0.9181396799	-0.2321086924
1724	0.9181235272	-0.2321048485
1725	0.9181299865	-0.2321004263
1726	0.9181343014	-0.2320986628
1727	0.9181438547	-0.2320341186
1728	0.9181629256	-0.2319834128
1729	0.9181760134	-0.2319519983
1730	0.9181655701	-0.2319344231
1731	0.9181529341	-0.2319289055
1732	0.918154199	-0.2318961481
1733	0.9181666801	-0.2318798942
1734	0.9181800524	-0.2318758793
1735	0.9181930077	-0.2318569188
1736	0.9182111164	-0.231846218
1737	0.9182059633	-0.2318348121
1738	0.9181977892	-0.2318343811
1739	0.9182065844	-0.2317989216
1740	0.9182491804	-0.2317634409
1741	0.9182583388	-0.2317482428
1742	0.918242244	-0.2317109329
1743	0.9182587987	-0.2316932438
1744	0.9182587132	-0.2316905107
1745	0.9182638264	-0.2316241152
1746	0.9182807321	-0.2316087669
1747	0.9182791133	-0.2316034315
1748	0.9182755056	-0.2315921975
1749	0.9182979108	-0.2315563488
1750	0.9183077893	-0.2315512311
1751	0.9183024367	-0.2315220441
1752	0.9182978423	-0.2314929567
1753	0.9182803028	-0.231478579
1754	0.9182785623	-0.2314662895
1755	0.9183128663	-0.2314525656
1756	0.9183123912	-0.2314424051
1757	0.9182983212	-0.2314153618
1758	0.9183063512	-0.2313766641
1759	0.9183014779	-0.2313507361
1760	0.9183365125	-0.2313347653
1761	0.9183544446	-0.2312803648
1762	0.9183661707	-0.2312662935
1763	0.9183746427	-0.2312554237
1764	0.918393032	-0.2312402516
1765	0.9183809504	-0.2312242683
1766	0.9183698913	-0.2312211272
1767	0.9183908326	-0.2311901201
1768	0.9184005021	-0.2311897763
1769	0.9184150811	-0.2311620547
1770	0.9184043108	-0.2311459311
1771	0.9184021933	-0.2311035803
1772	0.9184417902	-0.2310874415
1773	0.9184396656	-0.2310830128
1774	0.9184403569	-0.2310461332
1775	0.9184432841	-0.2310134361
1776	0.9184910992	-0.2309607898
1777	0.9184741005	-0.2309437739
1778	0.9184553763	-0.2309229364
1779	0.9185082643	-0.2308987505
1780	0.9185063853	-0.2308986939
1781	0.9184998291	-0.230874425
1782	0.9185313936	-0.2308618569
1783	0.9185093227	-0.2308467576
1784	0.9184864337	-0.2308291461
1785	0.9185334648	-0.2307820758
1786	0.9185511565	-0.2307309938
1787	0.9185404141	-0.2307149248
1788	0.9185451561	-0.2307139492
1789	0.9185469992	-0.2307029573
1790	0.9185819518	-0.2306882522
1791	0.9185738665	-0.2306784077
1792	0.918603815	-0.2306605488
1793	0.9185908203	-0.2306342731
1794	0.9185803057	-0.2306226491
1795	0.9185848276	-0.2306217012
1796	0.9186090802	-0.2306059182
1797	0.9186054656	-0.230568481
1798	0.9186080561	-0.2305420076
1799	0.9186151463	-0.2305316162
1800	0.9186340186	-0.2304953406
1801	0.9186196346	-0.2304892019
1802	0.9186527964	-0.2304528919
1803	0.9186448872	-0.230441236
1804	0.918635064	-0.230423031
1805	0.9186775057	-0.2303715421
