iter	TotalF1	MultiClass
828	0.9074366633	-0.266243964
829	0.90747519	-0.2661764145
830	0.9074790925	-0.266176334
831	0.90747755	-0.2660935947
832	0.9074834134	-0.2660401542
833	0.9075096065	-0.2659488478
834	0.9076100506	-0.2657964086
835	0.9075797201	-0.2657264793
836	0.9075843699	-0.2656856421
837	0.9076249487	-0.265577516
838	0.9076512536	-0.2654958891
839	0.9076427473	-0.2654931145
840	0.9076867777	-0.2653332704
841	0.9077588704	-0.2652194803
842	0.9077593526	-0.2651417744
843	0.9077866368	-0.2650723729
844	0.9078440122	-0.2649634223
845	0.9078415813	-0.2648848786
846	0.9078690087	-0.2648068293
847	0.9078892482	-0.2647156166
848	0.9078984106	-0.2646154431
849	0.9079266891	-0.2645343591
850	0.9079777729	-0.2644783234
851	0.9080001136	-0.2643480049
852	0.908037784	-0.264286403
853	0.9080361753	-0.2641662268
854	0.9080262098	-0.2640665058
855	0.9080446867	-0.2640047031
856	0.9080744695	-0.2638876214
857	0.9081646805	-0.2637422038
858	0.9081875454	-0.2636312086
859	0.9082153538	-0.263572549
860	0.9082321391	-0.2634841127
861	0.9082321119	-0.2634299388
862	0.9082536897	-0.2633925772
863	0.9082777702	-0.2633370637
864	0.908268829	-0.2632990957
865	0.9083271006	-0.2632279495
866	0.908375738	-0.2630833168
867	0.9083764442	-0.2629694537
868	0.9084171653	-0.2629104645
869	0.9084425077	-0.2628366428
870	0.9084405515	-0.2628365481
871	0.9084617004	-0.2627807418
872	0.90845917	-0.2627558788
873	0.9084728854	-0.2627283451
874	0.9084650986	-0.2627202778
875	0.9085410699	-0.262618157
876	0.9085534064	-0.2625607916
877	0.9085573535	-0.262501882
878	0.9085897353	-0.2624403276
879	0.9087031599	-0.262307501
880	0.9087268594	-0.2622719916
881	0.908733896	-0.2621836125
882	0.9087414156	-0.2621389055
883	0.9087454718	-0.2621388181
884	0.9087559035	-0.2620969257
885	0.9087784089	-0.2620205963
886	0.9087784089	-0.2620205464
887	0.9088046275	-0.2619390559
888	0.908822853	-0.2618738885
889	0.9088605949	-0.2618007632
890	0.9088705248	-0.261763044
891	0.9088685227	-0.261762979
892	0.9088703428	-0.2616756788
893	0.9088997341	-0.2616147389
894	0.9089099249	-0.2615505293
895	0.9089382609	-0.2615154838
896	0.9089425433	-0.2613724607
897	0.9089607216	-0.2613287604
898	0.9090248571	-0.2612298995
899	0.9090628082	-0.261170043
900	0.9090952374	-0.2610965529
901	0.9091095767	-0.2609815931
902	0.9091071836	-0.2609475979
903	0.9091312777	-0.2608734147
904	0.9091781996	-0.2607807158
905	0.9092336181	-0.2607177659
906	0.9092242544	-0.2606649075
907	0.9092778291	-0.2606079434
908	0.9092776919	-0.26055792
909	0.9092959955	-0.2604721574
910	0.909271443	-0.2604362961
911	0.9092911156	-0.2603647925
912	0.9093101394	-0.2603026096
913	0.9093583616	-0.260246339
914	0.909366828	-0.2602134339
915	0.9093796352	-0.260149888
916	0.9093922604	-0.2600822232
917	0.9094081145	-0.2599898688
918	0.9094396351	-0.2599491897
919	0.909431661	-0.2598910527
920	0.9094217463	-0.2598897709
921	0.9093970386	-0.259852207
922	0.9094494256	-0.2597120357
923	0.9094494256	-0.2597119489
924	0.9094571503	-0.2596704654
925	0.9094340323	-0.2596243922
926	0.9094603193	-0.2595740231
927	0.9094667759	-0.2595168012
928	0.9094782424	-0.2594282481
929	0.90950152	-0.2593670756
930	0.9095123774	-0.2593306681
931	0.9095140044	-0.2592782077
932	0.9095118979	-0.259278144
933	0.909533816	-0.2592378394
934	0.9095506571	-0.2592037395
935	0.9095335866	-0.2591790167
936	0.9095557184	-0.2591181918
937	0.9095406925	-0.2590688016
938	0.9096167159	-0.2590067592
939	0.9096232513	-0.2589175575
940	0.9096189099	-0.2589175008
941	0.9095853473	-0.2588778698
942	0.9096078887	-0.258775763
943	0.9096060031	-0.2587756298
944	0.9096430545	-0.2587217378
945	0.9096682232	-0.2586763915
946	0.909721185	-0.2585243488
947	0.9097713989	-0.2584245285
948	0.9097577568	-0.2583673625
949	0.9097454092	-0.2583463566
950	0.909782776	-0.2582891313
951	0.9098010861	-0.2582214833
952	0.9098008074	-0.2582198999
953	0.9098561081	-0.258162153
954	0.9098436428	-0.258110175
955	0.9099170596	-0.2579917559
956	0.909921534	-0.257948788
957	0.9099345412	-0.2578741061
958	0.909954787	-0.2578305665
959	0.9099675542	-0.2578068962
960	0.9099379568	-0.257744262
961	0.9099667858	-0.2576946999
962	0.9099653677	-0.2576789363
963	0.9099644951	-0.2576375316
964	0.9100227385	-0.257583669
965	0.9100276472	-0.2575404093
966	0.9100787025	-0.2574554635
967	0.9100879572	-0.2573629672
968	0.9101349967	-0.2573067656
969	0.9101274772	-0.2572695282
970	0.9101519947	-0.2572034149
971	0.9101222352	-0.2571495507
972	0.9101850655	-0.2570816039
973	0.9101672256	-0.2570415284
974	0.9101969252	-0.2569931302
975	0.9102134545	-0.256965571
976	0.9102081081	-0.2569654649
977	0.9102336157	-0.2569139091
978	0.9102177096	-0.256882068
979	0.9102177096	-0.2568819854
980	0.910219086	-0.2567977106
981	0.9102441292	-0.2567453202
982	0.9102744942	-0.2566680056
983	0.9102698604	-0.25661775
984	0.9102678978	-0.2565175661
985	0.9102861467	-0.256424425
986	0.9102967887	-0.2563670897
987	0.9103093995	-0.2563430168
988	0.9103363291	-0.2563023386
989	0.9103267088	-0.2562631313
990	0.9103475234	-0.2561563071
991	0.9103940503	-0.2561026737
992	0.9103940503	-0.2561026159
993	0.9104294224	-0.2560339181
994	0.9104352352	-0.2559956494
995	0.9104524352	-0.2559260131
996	0.9104861936	-0.2558714091
997	0.9104994716	-0.2558473839
998	0.910491901	-0.2558076325
999	0.9105412191	-0.2557683278
1000	0.9105527342	-0.2556995158
1001	0.9105774019	-0.2556683922
1002	0.9105594382	-0.2556207051
1003	0.9105828285	-0.2555485348
1004	0.9106548036	-0.2554852699
1005	0.9106490521	-0.2554583503
1006	0.910696444	-0.2554174822
1007	0.9107126681	-0.2553743532
1008	0.9107107551	-0.255334336
1009	0.9107497732	-0.2553132424
1010	0.9107635283	-0.2552737361
1011	0.9107875769	-0.2551550043
1012	0.9107830969	-0.2551366658
1013	0.910800828	-0.2550935465
1014	0.9108051979	-0.2550768207
1015	0.9108268954	-0.2550002857
1016	0.9108545238	-0.2549633186
1017	0.9108628672	-0.254952798
1018	0.9108586017	-0.25495272
1019	0.9108629931	-0.2549268887
1020	0.9108519122	-0.2548579495
1021	0.9108547249	-0.2548255758
1022	0.9108771067	-0.2547829387
1023	0.9109232977	-0.2547217406
1024	0.9109233553	-0.2547216962
1025	0.9109495588	-0.2546224264
1026	0.9109891643	-0.2545692078
1027	0.9110114539	-0.2545264592
1028	0.911028816	-0.2544955809
1029	0.9110799277	-0.2543845229
1030	0.911096868	-0.2543498005
1031	0.9110969928	-0.2542996935
1032	0.9111285003	-0.2542341234
1033	0.9111397444	-0.2541668653
1034	0.9111391243	-0.2541302918
1035	0.9111392309	-0.2541302537
1036	0.9111595853	-0.2540558327
1037	0.9111823675	-0.2540152324
1038	0.9111915098	-0.2540089276
1039	0.9111844124	-0.2539565321
1040	0.9111799523	-0.2539116518
1041	0.9111958524	-0.2538167517
1042	0.9111922115	-0.253762073
1043	0.9112159236	-0.2537219439
1044	0.9112254046	-0.2536708174
1045	0.9112260956	-0.253621865
1046	0.9112634725	-0.2535885188
1047	0.9112571447	-0.25352562
1048	0.9112569829	-0.2534219443
1049	0.9112726485	-0.2533816788
1050	0.9112750012	-0.2533353139
1051	0.9113023798	-0.2532647862
1052	0.9113576844	-0.2532338395
1053	0.9113278244	-0.2531824574
1054	0.9113673872	-0.2531009481
1055	0.9113820722	-0.2530601877
1056	0.9113838667	-0.2529848436
1057	0.9113881355	-0.2529501888
1058	0.9114606685	-0.2528795619
1059	0.9114809732	-0.2527863922
1060	0.9114826618	-0.2527614265
1061	0.9115159328	-0.252676357
1062	0.9115590768	-0.2526101693
1063	0.9115778677	-0.2525943864
1064	0.9115925314	-0.2525194057
1065	0.9115979877	-0.2524713992
1066	0.9115979877	-0.2524713392
1067	0.9116256157	-0.2524372272
1068	0.9116272879	-0.2523397059
1069	0.911640425	-0.2522404233
1070	0.9116612409	-0.2521729066
1071	0.9116721582	-0.2521263711
1072	0.9116987707	-0.2520027864
1073	0.9117024304	-0.251927182
1074	0.911749835	-0.2518662081
1075	0.911770713	-0.2518427217
1076	0.9117868653	-0.2517766381
1077	0.9117898157	-0.2517106259
1078	0.911752215	-0.2516836849
1079	0.911790492	-0.2516450242
1080	0.9118251961	-0.251597563
1081	0.9118332223	-0.2515592695
1082	0.9118690617	-0.2514930029
1083	0.9119343496	-0.2514333339
1084	0.9119410329	-0.2513944586
1085	0.9119545872	-0.251362192
1086	0.9119320862	-0.2513214572
1087	0.9119411489	-0.251293861
1088	0.911996616	-0.2512306231
1089	0.9120337738	-0.2511559625
1090	0.9120604331	-0.2511107313
1091	0.9120725131	-0.2510324262
1092	0.9120915536	-0.2510105739
1093	0.9121001573	-0.2509727972
1094	0.9121258864	-0.2509041034
1095	0.9121260709	-0.2509040029
1096	0.9121093564	-0.2508583254
1097	0.9121672233	-0.2508136015
1098	0.912184701	-0.2507876225
1099	0.9121673356	-0.2507571455
1100	0.9122061074	-0.2506641514
1101	0.9122054342	-0.2506209905
1102	0.91221704	-0.2506208935
1103	0.9122230754	-0.2506208188
1104	0.9122393711	-0.250543667
1105	0.9123175963	-0.2504665347
1106	0.9123154373	-0.2504664446
1107	0.9123087923	-0.2504203691
1108	0.9123355546	-0.2503154374
1109	0.9123238034	-0.2502943673
1110	0.9123250775	-0.2502599364
1111	0.9123627035	-0.250215358
1112	0.9124038154	-0.2501766252
1113	0.9124259426	-0.2501252997
1114	0.9124115051	-0.2500974859
1115	0.912414698	-0.2500097291
1116	0.9123983381	-0.249973474
1117	0.9124004588	-0.2499734223
1118	0.9124368271	-0.2499313241
1119	0.9124631675	-0.2498953305
1120	0.9124605964	-0.2498554873
1121	0.9124743741	-0.249829234
1122	0.9125287118	-0.2497882192
1123	0.9125112825	-0.2497342208
1124	0.912552877	-0.2496260421
1125	0.9125254333	-0.2495625013
1126	0.9125104673	-0.2494922194
1127	0.9125025101	-0.2494383263
1128	0.9125089222	-0.2494002794
1129	0.9125151259	-0.2493466811
1130	0.9125340036	-0.2493187412
1131	0.9125501281	-0.2492872819
1132	0.9125642352	-0.2492642183
1133	0.912586433	-0.2492366815
1134	0.9125954447	-0.2492185576
1135	0.912641853	-0.2491719307
1136	0.9126447487	-0.2491319279
1137	0.9126346123	-0.249096979
1138	0.9126675898	-0.2490629826
1139	0.9126501752	-0.2490339168
1140	0.9126656184	-0.249010128
1141	0.9126946573	-0.2489809148
1142	0.9126970024	-0.2489504096
1143	0.9127182086	-0.2489217355
1144	0.912727229	-0.2488973949
1145	0.9127637847	-0.2488507354
1146	0.9127608479	-0.2488059441
1147	0.9127557749	-0.2487589597
1148	0.9127653401	-0.2486609602
1149	0.9127629131	-0.2486468313
1150	0.9127961101	-0.2485806691
1151	0.9128261546	-0.2485138982
1152	0.9128298171	-0.248511671
1153	0.9128337856	-0.2484841036
1154	0.9128452243	-0.2484640671
1155	0.9128633715	-0.2484296528
1156	0.9128831357	-0.2483796228
1157	0.9128646408	-0.2483490658
1158	0.9128947583	-0.2482707437
1159	0.9129186628	-0.2482550515
1160	0.9129088253	-0.2482285897
1161	0.9129090246	-0.2481772911
1162	0.9128941149	-0.2481086313
1163	0.91289887	-0.2480904994
1164	0.9129123744	-0.2480763324
1165	0.9129277465	-0.24804557
1166	0.9129557	-0.2480114977
1167	0.9129585992	-0.2479915399
1168	0.9129758669	-0.2479644393
1169	0.9129738044	-0.2479643539
1170	0.9129739181	-0.2479643061
1171	0.912997672	-0.2479128009
1172	0.9129810739	-0.2478983082
1173	0.9130000299	-0.2478615453
1174	0.9130344216	-0.2478168026
1175	0.9130402828	-0.2477941012
1176	0.9130425875	-0.2477632937
1177	0.9130581115	-0.2476815657
1178	0.913100509	-0.2476482707
1179	0.9131179789	-0.2475955745
1180	0.9131186025	-0.2475676588
1181	0.9131143964	-0.2475660924
1182	0.9131313434	-0.2475124676
1183	0.9131167219	-0.2474820751
1184	0.913125438	-0.2474268438
1185	0.9131272045	-0.2474016399
1186	0.9131528644	-0.2473744107
1187	0.9131474355	-0.2473445899
1188	0.9131554764	-0.2472522468
1189	0.9131613629	-0.2472286178
1190	0.9131871385	-0.247205347
1191	0.9131960502	-0.2471756188
1192	0.9131981696	-0.2471755742
1193	0.9131961638	-0.2471755055
1194	0.913224091	-0.2471127173
1195	0.9132831339	-0.247072411
1196	0.9132861678	-0.2470354535
1197	0.9133028593	-0.2469743159
1198	0.9133425207	-0.2469490088
1199	0.9133853761	-0.2469060927
1200	0.9133901838	-0.2468482523
1201	0.9133822364	-0.2468157181
1202	0.9134008354	-0.2467973235
1203	0.9134307961	-0.2467602565
1204	0.913436038	-0.2467304356
1205	0.9134485318	-0.2467287277
1206	0.9134487142	-0.2467286832
1207	0.9134734175	-0.2466954169
1208	0.9134841579	-0.2466709812
1209	0.9135037421	-0.2466479888
1210	0.9134948198	-0.246638072
1211	0.9134982688	-0.2466123454
1212	0.9135158597	-0.2465811598
1213	0.9135323735	-0.2465234692
1214	0.9135323735	-0.2465233833
1215	0.913533632	-0.2464667663
1216	0.9135312175	-0.2464273676
1217	0.9135374492	-0.2463939996
1218	0.9135374492	-0.2463938827
1219	0.9135404476	-0.2463823462
1220	0.9135341787	-0.2463385428
1221	0.9135624298	-0.2463095904
1222	0.9135851681	-0.2462762303
1223	0.9135846405	-0.2461883797
1224	0.9135949161	-0.2461557959
1225	0.9136200706	-0.246113014
1226	0.9136427803	-0.24608135
1227	0.9136608927	-0.2460556408
1228	0.9136861114	-0.2460209064
1229	0.913669129	-0.2460023364
1230	0.9136602388	-0.2459738151
1231	0.9136968091	-0.2459337082
1232	0.9137039819	-0.2459200912
1233	0.9137075219	-0.2458882507
1234	0.9137063496	-0.2458528567
1235	0.9137395996	-0.2458246306
1236	0.9137724509	-0.2457977512
1237	0.9138243756	-0.2457329756
1238	0.9138208043	-0.2457090952
1239	0.9138716357	-0.2456773258
1240	0.9138367207	-0.2456241042
1241	0.9138905917	-0.2455826095
1242	0.9139444579	-0.2455117329
1243	0.9139477694	-0.2455103794
1244	0.9139358146	-0.2454945
1245	0.9139385457	-0.2454750492
1246	0.9139547159	-0.2454480083
1247	0.9139470652	-0.2453958906
1248	0.9139995016	-0.2453517834
1249	0.9140148028	-0.245322884
1250	0.9140191721	-0.2453055867
1251	0.9140224437	-0.2452772829
1252	0.914017933	-0.2452545543
1253	0.9140142814	-0.2452467627
1254	0.9140120351	-0.2452313692
1255	0.9140601021	-0.2452011673
1256	0.9140795078	-0.2451757568
1257	0.9140795078	-0.2451757049
1258	0.9140970092	-0.2451248142
1259	0.9141297909	-0.2450572907
1260	0.9141263898	-0.244957204
1261	0.9141344771	-0.244956732
1262	0.9141278999	-0.2449366058
1263	0.9141070026	-0.2448858088
1264	0.914109122	-0.2448857424
1265	0.9141365363	-0.2448074476
1266	0.9141366849	-0.2447912547
1267	0.9141348639	-0.2447912039
1268	0.9141866665	-0.2447293059
1269	0.9141850879	-0.2446617717
1270	0.9142168024	-0.2445918961
1271	0.9142716125	-0.2445107343
1272	0.914261206	-0.2444787262
1273	0.9142869878	-0.2444380854
1274	0.9143153122	-0.2443541381
1275	0.9143400778	-0.2442951393
1276	0.914322997	-0.2442155162
1277	0.9143581253	-0.2441996049
1278	0.9143650555	-0.2441689549
1279	0.9143438562	-0.2441248467
1280	0.9143664985	-0.2440754453
1281	0.9143741302	-0.2440557079
1282	0.9143760165	-0.2440105669
1283	0.91438425	-0.2439894131
1284	0.9144019713	-0.2439232067
1285	0.9144258286	-0.2439047532
1286	0.914430026	-0.2438898259
1287	0.9144409127	-0.2438668674
1288	0.914470443	-0.2438128097
1289	0.9144839081	-0.2437861645
1290	0.9144894451	-0.2437468114
1291	0.9144907267	-0.2437296053
1292	0.914504092	-0.243665656
1293	0.9145621081	-0.2436251784
1294	0.9145715913	-0.2435958071
1295	0.9145893329	-0.243550527
1296	0.9145836841	-0.2435274356
1297	0.9145631617	-0.2434872047
1298	0.914556034	-0.2434347308
1299	0.9145821435	-0.2433879964
1300	0.9145800565	-0.2433879575
1301	0.9145905726	-0.2433369179
1302	0.914590592	-0.2433368368
1303	0.9145873444	-0.2433018074
1304	0.9145938271	-0.2433012255
1305	0.9146081591	-0.2432717
1306	0.9146202723	-0.2432704653
1307	0.9146527074	-0.2432017781
1308	0.9146395546	-0.2431861932
1309	0.914629551	-0.2431602943
1310	0.9146619881	-0.24313158
1311	0.9146604313	-0.2430732542
1312	0.9146764194	-0.2430518027
1313	0.9147007236	-0.243027015
1314	0.9147307125	-0.2430067035
1315	0.9147257436	-0.2429811318
1316	0.9147362277	-0.2429680396
1317	0.9146905548	-0.2429353368
1318	0.9146914277	-0.242890078
1319	0.914691419	-0.2428900186
1320	0.9147135235	-0.2428713545
1321	0.9147050035	-0.2428581777
1322	0.9147066085	-0.2427878952
1323	0.914743274	-0.2427311588
1324	0.9147711294	-0.242714258
1325	0.9147596912	-0.2426967832
1326	0.9147338978	-0.2426770838
1327	0.9147903448	-0.2426358835
1328	0.9148031787	-0.242606206
1329	0.9148408718	-0.2425557639
1330	0.9148892545	-0.2424998039
1331	0.914909665	-0.2424480267
1332	0.914904504	-0.242404572
1333	0.9149032802	-0.2423837303
1334	0.9149143489	-0.2423696538
1335	0.9149585846	-0.2423392423
1336	0.9149704394	-0.2423089556
1337	0.9149960146	-0.242239473
1338	0.9149981924	-0.2422378559
1339	0.9150052279	-0.2422137157
1340	0.9150109784	-0.2421792893
1341	0.915017109	-0.2421268581
1342	0.9150273199	-0.2420929893
1343	0.9150369304	-0.2420691842
1344	0.9150471379	-0.2420525522
1345	0.9150232121	-0.242008788
1346	0.9150252038	-0.2420087175
1347	0.9150356658	-0.2419672228
1348	0.9150227333	-0.2419497151
1349	0.9150105834	-0.2418933665
1350	0.9150105834	-0.2418933237
1351	0.9150091395	-0.2418483614
1352	0.9150112371	-0.2418352305
1353	0.9150345763	-0.2417941936
1354	0.9150375498	-0.2417714335
1355	0.91504665	-0.2417353689
1356	0.915057508	-0.2416910697
1357	0.9150590044	-0.2416522964
1358	0.9150837049	-0.2415478664
1359	0.9150837049	-0.2415478207
1360	0.9151134238	-0.2415068549
1361	0.9151158943	-0.2414674179
1362	0.9151727148	-0.2414073171
1363	0.9151894479	-0.2413791332
1364	0.9151992318	-0.2413564306
1365	0.9151985638	-0.2413285892
1366	0.9152249303	-0.2413031486
1367	0.9152320848	-0.2412570085
1368	0.9152454816	-0.2412158998
1369	0.9152628745	-0.2411762165
1370	0.9152822449	-0.2411259653
1371	0.9152987674	-0.2410921268
1372	0.915299634	-0.2410200952
1373	0.9153299597	-0.240987319
1374	0.915336544	-0.2409613672
1375	0.9153562762	-0.2409407652
1376	0.9153543538	-0.2409204149
1377	0.9153586709	-0.2408873707
1378	0.9153516381	-0.2408703684
1379	0.9153487443	-0.2408516537
1380	0.9153760463	-0.2408091602
1381	0.9153744769	-0.2407652648
1382	0.9153930172	-0.2407512086
1383	0.9154213198	-0.2407219753
1384	0.9154341678	-0.2406920175
1385	0.9154378608	-0.2406404218
1386	0.9154566169	-0.2406330834
1387	0.9154597302	-0.2406110527
1388	0.9154709153	-0.2405842335
1389	0.9154665327	-0.2405590025
1390	0.9154769384	-0.240525482
1391	0.9154985817	-0.2405170858
1392	0.915502426	-0.2404819672
1393	0.915498095	-0.2404771651
1394	0.9154935075	-0.2404625617
1395	0.9155074764	-0.2403982688
1396	0.915514882	-0.2403324636
1397	0.9155351397	-0.2403094068
1398	0.9155245004	-0.2402408136
1399	0.9155169524	-0.2402226015
1400	0.9155232538	-0.2402173628
1401	0.9155492949	-0.2401383145
1402	0.9155481891	-0.2401072359
1403	0.9155540649	-0.2400981274
1404	0.9155661213	-0.2400502938
1405	0.9155668331	-0.2400093774
1406	0.915576872	-0.2399911262
1407	0.9156066445	-0.2399626772
1408	0.9156390104	-0.2399270705
1409	0.9156567057	-0.2399049619
1410	0.9156603909	-0.2398618181
1411	0.9156690441	-0.2398213367
1412	0.9156749416	-0.2397744966
1413	0.9156740349	-0.2397440113
1414	0.9156756469	-0.2397210809
1415	0.915696112	-0.2396750248
1416	0.915696112	-0.2396749802
1417	0.9157025558	-0.2396385544
1418	0.9157047565	-0.2396385008
1419	0.9156998625	-0.2396029128
1420	0.9157170828	-0.2395843321
1421	0.9157187073	-0.2395708452
1422	0.9157238445	-0.2395373085
1423	0.9157700611	-0.2394936207
1424	0.9157585087	-0.2394881093
1425	0.9157657545	-0.2394733378
1426	0.9157739437	-0.2394527461
1427	0.9157851926	-0.2394104657
1428	0.9158139557	-0.239330761
1429	0.9158235176	-0.2392974227
1430	0.9158337763	-0.2392730705
1431	0.9158237123	-0.239235074
1432	0.9158448617	-0.2392186162
1433	0.9158483821	-0.2391573584
1434	0.9158416108	-0.2391248618
1435	0.9158267077	-0.2391001903
1436	0.9158570698	-0.2390667203
1437	0.9158895224	-0.2390270284
1438	0.9158999363	-0.239007937
1439	0.9159096911	-0.2389751344
1440	0.9158906344	-0.2389242325
1441	0.9159033609	-0.2389040083
1442	0.9159448384	-0.2388277859
1443	0.9159536311	-0.2388098711
1444	0.9159504421	-0.2387275661
1445	0.9159504421	-0.2387275188
1446	0.9159689246	-0.2387139769
1447	0.9159587477	-0.2386882265
1448	0.9159801751	-0.238675766
1449	0.9159872287	-0.2386355172
1450	0.9159872287	-0.2386354501
1451	0.9159829414	-0.2386278231
1452	0.9159855254	-0.2386133123
1453	0.9159874787	-0.2385809477
1454	0.9159992022	-0.2385752322
1455	0.916052936	-0.2385452974
1456	0.9160092847	-0.2385020914
1457	0.9160142557	-0.2384848044
1458	0.9160526403	-0.2384585617
1459	0.9160717463	-0.2384226834
1460	0.9160884931	-0.2383787061
1461	0.9160950523	-0.2383567604
1462	0.9161130729	-0.2383415216
1463	0.916115729	-0.2383275288
1464	0.9161439502	-0.2382861933
1465	0.9161321708	-0.2382423799
1466	0.9161275734	-0.2382416955
1467	0.9161110867	-0.2382219584
1468	0.9161175205	-0.2382219232
1469	0.9161131052	-0.2382101533
1470	0.916112676	-0.2382097616
1471	0.9161149902	-0.238198851
1472	0.9161497516	-0.2381608559
1473	0.9161670496	-0.2381490778
1474	0.9161653062	-0.238130742
1475	0.9161956389	-0.2380989188
1476	0.9161959665	-0.238083249
1477	0.9162091278	-0.2380157379
1478	0.9162117648	-0.2379996924
1479	0.9162373039	-0.2379571381
1480	0.9162742432	-0.2378964592
1481	0.9162851888	-0.2378667311
1482	0.9162955031	-0.2378025376
1483	0.9163106633	-0.2377666811
1484	0.9163010766	-0.2377306312
1485	0.916292093	-0.2377167759
1486	0.9162887863	-0.2377014401
1487	0.9162903421	-0.2376943403
1488	0.9163533514	-0.2376522731
1489	0.9163536696	-0.2376488372
1490	0.9163350375	-0.2376287299
1491	0.9163300178	-0.2376266229
1492	0.9163300178	-0.2376265791
1493	0.9163380236	-0.2376238396
1494	0.9163549476	-0.2375854451
1495	0.9163473509	-0.2375693452
1496	0.9163791651	-0.2375490876
1497	0.9163467308	-0.2375237057
1498	0.9163449054	-0.2375236619
1499	0.9163817737	-0.23749163
1500	0.9163891542	-0.2374596349
1501	0.9163931087	-0.2374423426
1502	0.9164051845	-0.2373652863
1503	0.9164192823	-0.2373382959
1504	0.9164384482	-0.2372263305
1505	0.9164413985	-0.2372227902
1506	0.9164471148	-0.2371787323
1507	0.9164602448	-0.2371631306
1508	0.9164600891	-0.2371618861
1509	0.9164695604	-0.2371412056
1510	0.9164758498	-0.2371101172
1511	0.9164783326	-0.2370963507
1512	0.9164929711	-0.2370883756
1513	0.9165051019	-0.2370437135
1514	0.9164993939	-0.2370389867
1515	0.9165113275	-0.2369934749
1516	0.9165363322	-0.2369734971
1517	0.9165308372	-0.2369433935
1518	0.9165359187	-0.236910502
1519	0.9165454659	-0.2368568909
1520	0.9165357437	-0.2368428351
1521	0.9165061512	-0.2368120233
1522	0.9165495719	-0.236773895
1523	0.9165788225	-0.236749144
1524	0.9165766151	-0.2367178548
1525	0.9165937508	-0.2366829289
1526	0.9166012044	-0.236665442
1527	0.9166227259	-0.236635944
1528	0.9166108438	-0.2366186265
1529	0.916607385	-0.236586422
1530	0.9166074006	-0.2365652547
1531	0.9166213914	-0.2365309959
1532	0.9166079487	-0.236515811
1533	0.9166466558	-0.2364775245
1534	0.9166445356	-0.2364212803
1535	0.9166984857	-0.2363022093
1536	0.9166928529	-0.2362815578
1537	0.9167183878	-0.2362459122
1538	0.9167093833	-0.2362371769
1539	0.9167172739	-0.2362364675
1540	0.9167556848	-0.236200011
1541	0.9167567382	-0.2361727431
1542	0.9167493324	-0.2361431407
1543	0.9167655071	-0.2360934445
1544	0.9167921451	-0.236030334
1545	0.916795269	-0.2360083394
1546	0.9167890669	-0.2359782955
1547	0.916791316	-0.2359782304
1548	0.916791316	-0.235978183
1549	0.9168387444	-0.2359492062
1550	0.9168452705	-0.2359212574
1551	0.9168391416	-0.2358930239
1552	0.9168524084	-0.235870015
1553	0.9168539192	-0.235844973
1554	0.9168617575	-0.2358260276
1555	0.9168617575	-0.2358259889
1556	0.9168607045	-0.2358091583
1557	0.9168670419	-0.2358086484
1558	0.916862538	-0.2357783696
1559	0.9168924139	-0.2357440482
1560	0.9169007173	-0.2357298479
1561	0.9169032288	-0.2356979258
1562	0.91691649	-0.2356337957
1563	0.9169209869	-0.235633759
1564	0.9169209869	-0.2356337176
1565	0.9168935757	-0.2356055843
1566	0.9169009544	-0.2355780268
1567	0.9169378648	-0.2355576486
1568	0.9169396332	-0.2355575971
1569	0.9169137107	-0.2355288201
1570	0.9169167404	-0.2355126996
1571	0.9169781064	-0.2354512348
1572	0.9169855125	-0.2354381732
1573	0.9169768086	-0.2354140487
1574	0.9169608064	-0.2353970869
1575	0.9169607421	-0.2353970414
1576	0.9169714239	-0.2353958097
1577	0.9169659637	-0.2353660815
1578	0.9169628468	-0.2353436086
1579	0.9169890137	-0.2353222989
1580	0.9169827504	-0.2352960473
1581	0.9170033517	-0.2352838279
1582	0.9170189232	-0.2352301914
1583	0.9170304273	-0.2352106495
1584	0.9170836663	-0.2351920156
1585	0.9170720112	-0.2351746496
1586	0.9170964711	-0.2351484946
1587	0.9170824942	-0.2351263907
1588	0.917095319	-0.2350883734
1589	0.9171304905	-0.2350513781
1590	0.9171424094	-0.2350316884
1591	0.9171293217	-0.2350212637
1592	0.9171244792	-0.2349991191
1593	0.9171436684	-0.2349598413
1594	0.9171751936	-0.2349418819
1595	0.9171793643	-0.2348977616
1596	0.9171793643	-0.2348977184
1597	0.9171975763	-0.2348697914
1598	0.9171899917	-0.2348474154
1599	0.9171915346	-0.2348309061
1600	0.9172056872	-0.2348104635
1601	0.9172098279	-0.2347970107
1602	0.9171942051	-0.2347703081
1603	0.9172156636	-0.234709681
1604	0.9172400621	-0.2346894868
1605	0.9172377168	-0.234684157
1606	0.9172377168	-0.2346840951
1607	0.917267447	-0.2346538917
1608	0.9172956989	-0.234630911
1609	0.9173207001	-0.2346172331
1610	0.9173009689	-0.2345685909
1611	0.9173055197	-0.2345638182
1612	0.9173055197	-0.2345637454
1613	0.9173371286	-0.2345363047
1614	0.9173433414	-0.2345218444
1615	0.9173403241	-0.2344985676
1616	0.9173417039	-0.2344857303
1617	0.9173754141	-0.2344753777
1618	0.9173754141	-0.2344753036
1619	0.9173640842	-0.2344722419
1620	0.9173790388	-0.2344558693
1621	0.917388297	-0.2344214662
1622	0.9173924536	-0.2343890282
1623	0.9173903088	-0.234388994
